"db.species","col.species","x","r2","r4","r6","r7","r8","r9","r10","r11","r13","r14","r15","r17","r18","r19","r20","r21","r22","r23","r25","r26","r27","r28","r29","r32","r50","r61","r68","r74","r75","r76","r77","r78","r79","r80","r81","r88","r90","r91","r92","r93","r94","r95","r96","r97","r98","r99","r101","r102","r103","r104","r105","r106","r107","r108","r109","r110","r111","r112","r113","r114","r115","r116","r117","r121","r123","r127","r130","r132","r134","r135","r136","r139","r141","r142","r143","r144","r145","r146","r147","r149","r150","r153","r154","r156","r157","r158","r163","r166","r167","r168","r169","r170","r171","r172","r173","r174","r175","r176","r177","r178","r179","r180","r181","r182","r183","r184","r185","r186","r189","r190","r191","r192","r193","r194","r195","r196","r197","r198","r199","r202","r203","r206","r207","r208","r213","r217","r218","r219","r220","r221","r222","r223","r224","r226","r227","r251","r253","check","kingdom","phylum","class","order","family","genus","gbif.species","gbif.species.id"
"Pseudopus apodus","Pseudopus apodus","r186",0,0.46,0,0,0,0,0.12,0.11,0.12,0.52,0,0,0,0,0,0,0.09,0,0,0,0,0.49,0,0.5,0.07,0,0.02,0,0,0.54,0.27,0,0.43,0.34,0,0.23,0,0.01,0,0,0,0,0,0,0,0,0.11,0.35,0,0,0.23,0.03,0,0,0,0,0,0.03,0,0,0.11,0,0,0,0,0,0,0,0.66,0,0.57,0.08,0,0,0,0,0,0,0.42,0,0.41,0.02,0,0.36,0.1,0.07,0.6,0,0,0.25,0,0,0,0,0.07,0,0.74,0.11,0,0,0.04,0.69,0,0,0,0,0,1,0,0,0,0,0,0.09,0.37,0.3,0.74,0,0.41,0,0.26,0.52,0,0.11,0,0,0,0.23,0.02,0,0,0,0,0.3,0,0,0,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Anguidae","Pseudopus","Pseudopus apodus",2468350
"Rhinechis scalaris","Zamenis scalaris","r78",0,0,0.64,0,0,0,0,0,0,0.47,0,0.81,0,0.72,0,0,0,0,0.67,0,0.04,0.48,0.95,0,0,0,0,0,0,0.05,0,1,0,0.18,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.36,0.66,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0.08,0,1,0,0,0.13,0,0,0,0,0,0,0.47,0,0,0,0.99,0.4,0,0,0.31,0,0,0,0,0.03,0,0,0,0,0.88,0,0,0,0.09,0,0,0,0,0,0,0.1,0,0.6,0.9,0,0,0,0,0,0,0.89,0,0.01,0.01,0,0,0,0,0,0.06,0,0.59,0.02,0,0,0,0,0,0,0,0,0,0,0.42,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Colubridae","Zamenis","Zamenis scalaris",9416124
"Tarentola angustimentalis","Tarentola angustimentalis","r189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Phyllodactylidae","Tarentola","Tarentola angustimentalis",2445033
"Tarentola bischoffi","Tarentola bischoffi","r190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Phyllodactylidae","Tarentola","Tarentola bischoffi",2445121
"Tarentola boettgeri","Tarentola boettgeri","r191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0.69,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.07,0,0,0.01,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Phyllodactylidae","Tarentola","Tarentola boettgeri",2445052
"Tarentola delalandii","Tarentola delalandii","r192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.03,0.89,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Phyllodactylidae","Tarentola","Tarentola delalandii",8994891
"Tarentola gomerensis","Tarentola gomerensis","r193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Phyllodactylidae","Tarentola","Tarentola gomerensis",2445039
"Tarentola mauritanica","Tarentola mauritanica","r194",0,0.03,0.44,0,0.04,0,0.02,0.01,0.02,0.46,0.01,0.54,0,0.49,0,0.2,0.08,0,0.46,0,0.03,0.48,0.71,0.06,0,0,0,0,0.11,0.14,0.17,0.66,0.07,0.2,0,0.01,0.03,0,0,0,0,0,0,0,0,0,0.02,0.53,0.49,0,0.04,0.26,0,0,0,0,0,0,0,0,0.02,0,0.27,0,0.67,0,0,0.07,0.04,0,0,0,0,0,0.34,0,0,0,0.7,0.29,0.02,0,0.24,0.07,0.01,0,0.02,0.01,0,0,0,0,0.58,0,0.01,0,0.22,0.02,0,0,0.23,0.02,0.04,0.07,0.03,0.39,0.62,0.03,0,0,0,0,0,1,0.04,0.01,0.21,0.02,0.02,0,0.02,0.01,0.23,0,0.4,0.01,0,0,0,0,0,0,0,0,0,0,0.29,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Phyllodactylidae","Tarentola","Tarentola mauritanica",2445034
"Teira dugesii","Teira dugesii","r121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Teira","Teira dugesii",2468700
"Telescopus fallax","Telescopus fallax","r195",0.02,0.64,0,0.06,0,0,0.22,0.15,0.22,0.51,0,0,0.02,0,0,0,0.35,0,0,0,0.03,0.32,0,0.91,0,0,0.04,0,0,0.4,0.41,0,0.9,0.29,0,0.41,0,0.1,0,0,0,0,0,0,0,0,0.22,0.78,0,0,0.58,0.03,0,0,0,0,0,0.01,0,0,0.09,0,0.01,0,0,0.01,0,0,0.87,0.07,0.51,0.26,0.02,0.07,0,0,0.05,0,0.82,0,0.53,0.05,0,0.31,0.23,0.15,0.8,0,0,0.49,0,0,0,0,0.07,0,0.67,0.22,0,0,0.06,0.69,0,0,0,0,0,0.81,0,0,0,0,0,0.27,1,0.36,0.77,0,0.59,0,0.6,0.49,0,0.04,0,0,0,0.36,0.04,0.02,0.06,0,0,0.16,0,0,0,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Colubridae","Telescopus","Telescopus fallax",2457466
"Testudo graeca","Testudo graeca","r196",0,0.63,0.04,0,0.01,0,0.01,0,0.01,0.61,0,0.05,0,0.05,0,0.01,0.05,0,0,0,0.01,0.84,0.05,0.62,0.08,0,0.01,0,0,0.83,0.02,0.05,0.32,0.27,0.03,0.2,0.01,0,0,0,0,0,0,0,0,0,0.01,0.31,0.05,0,0.06,0.01,0,0,0,0,0,0,0,0,0.48,0,0,0,0.05,0,0,0,0.56,0,0.89,0.1,0,0,0.05,0,0,0,0.36,0.03,0.19,0.02,0.02,0.25,0.06,0.1,0.39,0,0,0.27,0,0,0.05,0,0,0,0.67,0.01,0,0,0.01,0.79,0.01,0,0,0,0.05,0.44,0,0,0,0,0,0.07,0.24,1,0.77,0,0.19,0,0.2,0.34,0,0.14,0.02,0,0,0.37,0,0,0,0,0,0.7,0.01,0,0.05,"found species on GBIF","Animalia","Chordata","Reptilia","Testudines","Testudinidae","Testudo","Testudo graeca",2441461
"Testudo hermanni","Testudo hermanni","r197",0,0.38,0,0,0.02,0,0.06,0.06,0.06,0.73,0,0,0,0,0,0.24,0.08,0,0.01,0,0,0.78,0.13,0.32,0.1,0,0,0,0.18,0.65,0.4,0.01,0.25,0.38,0,0.12,0.02,0,0,0,0,0,0,0,0,0,0.06,0.4,0,0,0.12,0.36,0,0,0,0,0,0.01,0,0,0.17,0,0.28,0,0.01,0,0,0,0.37,0,0.52,0.03,0,0,0,0,0,0,0.22,0,0.16,0,0.01,0.3,0.05,0.03,0.31,0,0,0.13,0,0,0.01,0,0.03,0,0.77,0.06,0,0,0.37,0.54,0.02,0,0.04,0,0.02,0.37,0,0,0,0,0,0.33,0.17,0.25,1,0.03,0.2,0,0.13,0.36,0.32,0.16,0,0,0,0.14,0.01,0,0,0,0,0.32,0,0,0.01,"found species on GBIF","Animalia","Chordata","Reptilia","Testudines","Testudinidae","Testudo","Testudo hermanni",2441454
"Testudo marginata","Testudo marginata","r199",0,0.74,0,0,0.03,0,0.27,0.11,0.28,0.67,0.03,0,0,0,0,0.02,0.23,0,0,0,0,0.32,0,0.71,0,0,0,0,0,0.53,0.51,0,0.72,0.45,0,0.35,0.03,0,0,0,0,0,0,0,0,0,0.27,0.52,0,0,0.48,0.03,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0.88,0,0.58,0.09,0,0,0,0,0,0,0.65,0,0.53,0,0.01,0.4,0.24,0,0.87,0,0,0.45,0,0,0,0,0,0,0.82,0.27,0,0,0.03,0.95,0.03,0,0,0,0,0.96,0,0,0,0,0,0.18,0.64,0.3,0.94,0,1,0,0.48,0.66,0,0.05,0,0,0,0.33,0.05,0,0,0,0,0.08,0,0,0,"found species on GBIF","Animalia","Chordata","Reptilia","Testudines","Testudinidae","Testudo","Testudo marginata",2441502
"Timon lepidus","Timon lepidus","r123",0,0,0.62,0,0,0,0,0,0,0.49,0,0.75,0,0.68,0,0,0,0,0.66,0,0.04,0.5,0.95,0,0,0,0,0,0,0.08,0,0.92,0,0.17,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.34,0.61,0,0,0.05,0,0,0,0,0,0,0,0,0.04,0,0.13,0,1,0,0,0.14,0,0,0,0,0,0,0.43,0,0,0,0.95,0.37,0,0,0.31,0,0,0,0,0.04,0,0,0,0,0.86,0,0,0,0.13,0,0,0,0,0,0,0.09,0,0.58,0.84,0,0,0,0,0,0,0.84,0,0.01,0.01,0,0,0,0,0,0.09,0,0.55,0.03,0,0,0,0,0,0,0,0,0,0,0.4,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Timon","Timon lepidus",2468542
"Trachylepis aurata","Trachylepis aurata","r141",0,0.75,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0.55,0,0,0,0.08,0,0,0.82,0,0,0.25,0,0,0,0,0,0.78,0.06,0,0.19,0,0.79,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0.56,0,0,0.75,0,0,0.76,1,0,0,0,0,0,0.22,0,0.48,0.25,0,0.11,0,0.76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0.78,0.23,0,0,0,0.03,0.54,0.18,0,0,0,0,0,0.21,0,1,0.2,0,0,0.24,0,0,0,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis aurata",5225332
"Trachylepis vittata","Trachylepis vittata","r142",0.34,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0.34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.99,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.93,0,1,0,0,0.66,0,1,0,0.46,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis vittata",5225367
"Trionyx triunguis","Trionyx triunguis","r202",0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0.83,0,0,0,0.31,0,0,0.95,0,0,0.8,0,0,0,0,0,0.83,0.07,0,0.61,0,0.9,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0.9,1,0,0,0,0,0,0.8,0,0.17,0.78,0,0.15,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.83,0.83,0,0,0,1,0.69,0,0,0,0,0,0,0.61,0,0.97,0.59,0,0,0.8,0,0,0,"found species on GBIF","Animalia","Chordata","Reptilia","Testudines","Trionychidae","Trionyx","Trionyx triunguis",5960976
"Typhlops vermicularis","Typhlops vermicularis","r203",0.02,0.7,0,0.09,0,0,0.25,0.09,0.25,0.58,0,0,0.02,0,0,0,0.31,0,0,0,0.02,0.4,0,0.99,0,0,0.03,0,0,0.47,0.39,0,0.87,0.24,0,0.44,0,0.11,0,0,0,0,0,0,0,0,0.24,0.76,0,0,0.5,0,0,0,0,0,0,0,0,0,0.08,0.01,0,0,0,0.01,0,0,0.89,0.09,0.58,0.32,0.02,0.09,0,0,0.07,0,0.91,0,0.56,0.05,0,0.34,0.26,0.2,0.88,0,0,0.56,0,0,0,0,0,0,0.72,0.24,0,0,0,0.85,0,0,0,0,0,0.86,0,0,0,0,0,0.18,0.9,0.44,0.86,0,0.68,0,1,0.49,0,0.09,0,0,0,0.38,0.04,0.02,0.08,0,0,0.26,0,0,0,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Typhlopidae","Xerotyphlops","Xerotyphlops vermicularis",9624852
"Vipera ammodytes","Vipera ammodytes","r206",0,0.44,0,0,0,0,0.07,0.06,0.08,0.79,0,0,0,0,0,0,0.06,0,0,0,0,0.78,0,0.29,0.15,0,0,0,0,0.8,0.18,0,0.24,0.36,0.01,0.22,0,0,0,0,0,0,0,0,0,0,0.08,0.18,0,0,0.14,0.05,0,0,0,0,0,0.14,0,0,0.18,0,0.01,0,0,0,0,0,0.47,0,0.81,0.04,0,0,0,0,0,0,0.24,0,0.2,0.01,0,0.37,0.07,0.03,0.43,0,0,0.15,0,0,0,0,0.05,0,0.94,0.08,0,0,0.03,0.6,0,0,0,0,0,0.47,0,0,0,0,0,0.04,0.2,0.21,0.67,0,0.26,0,0.14,1,0.03,0.47,0,0,0,0.27,0.01,0,0,0,0,0.33,0,0,0,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Viperidae","Vipera","Vipera ammodytes",2444308
"Vipera aspis","Vipera aspis","r207",0,0,0.01,0,0,0,0,0,0,0.95,0,0,0,0.02,0,0.19,0.03,0,0.09,0,0,0.9,0.38,0.02,0,0,0,0,0.12,0.76,0.18,0.04,0.03,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0.84,0,0,0,0,0,0.01,0,0,0.24,0,0.58,0,0.07,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.06,0.02,0,0,0.18,0.14,0,0,0,0,0,0,0,0,0.09,0,0,0,0.91,0,0,0,0.35,0,0,0,0.03,0.02,0.03,0,0,0,0,0,0,0.23,0,0,0.21,0.02,0,0,0,0.01,1,0.19,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0.05,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Viperidae","Vipera","Vipera aspis",2444339
"Vipera berus","Vipera berus","r208",0,0.02,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.01,0,0,0.32,0,0.07,0,0,0,0,0,0.01,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05,0,0,0.01,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.02,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0.04,0.04,1,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Viperidae","Vipera","Vipera berus",5960862
"Vipera latastei","Vipera latastei","r213",0,0,0.88,0,0,0,0,0,0,0.46,0,0.86,0,0.75,0,0,0,0,0.67,0,0.03,0.47,0.97,0,0,0,0,0,0,0.01,0,0.93,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.7,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.03,0,0.94,0,0,0.18,0,0,0,0,0,0,0.49,0,0,0,0.94,0.42,0,0,0.32,0,0,0,0,0.05,0,0,0,0,0.92,0,0,0,0.05,0,0,0,0,0,0,0.08,0,0.62,0.91,0,0,0,0,0,0,0.86,0,0.01,0,0,0,0,0,0,0.03,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0.42,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Viperidae","Vipera","Vipera latastei",5960896
"Vipera renardi","Vipera renardi","r227",0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0.08,0,0.2,0,0,0,0.97,0,0,0,0,0,1,1,0,0,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Viperidae","Vipera","Vipera renardi",8568628
"Vipera seoanei","Vipera seoanei","r217",0,0,0.35,0,0,0,0,0,0,0.96,0,0.13,0,0.15,0,0,0,0,0.85,0,0,1,0.88,0,0,0,0,0,0,0.17,0,0.51,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.05,0,0,0.42,0,0.82,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0.57,0.31,0,0,0.39,0,0,0,0,0.62,0,0,0,0,0.94,0,0,0,0.5,0,0,0,0,0,0,0,0,0.55,0.31,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0.2,0,0.16,1,0,0,0,0,0,0,0,0,0,0,0,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Viperidae","Vipera","Vipera seoanei",5960884
"Vipera ursinii","Vipera ursinii","r218",0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0.16,0,0,0.13,0,0,0.85,0.54,0.04,0,0,0,0,0,0.91,0.18,0.21,0.05,0,0,0.05,0.04,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0.01,0.59,0,0,0,0,0,0,0,0,0.56,0,0.66,0,0.23,0,0,0,0.05,0,0.24,0,0,0,0,0,0,0,0.38,0,0.02,0,0.2,0.2,0,0,0.07,0,0,0.03,0,0,0,0,0,0,0.99,0,0,0,0.18,0.12,0,0,0,0,0.32,0.07,0,0,0,0,0,0.52,0.02,0,0.16,0,0.05,0,0.01,0.07,0.68,0.03,0,0,1,0.05,0,0,0,0,0,0,0,0,0,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Viperidae","Vipera","Vipera ursinii",9807306
"Zamenis hohenackeri","Zamenis hohenackeri","r74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Colubridae","Zamenis","Zamenis hohenackeri",2458535
"Zamenis lineatus","Zamenis lineatus","r75",0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0.79,0.24,0,0,0,0,0.88,0.02,0.17,0,0,0,0,1,0,0.72,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,1,0,0,0,0.28,0,0,0,0,0,0,0,0,0.88,0,0,0.94,0.16,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Colubridae","Zamenis","Zamenis lineatus",2458382
"Zamenis longissimus","Zamenis longissimus","r76",0,0.15,0,0,0,0,0,0.01,0,0.94,0,0,0,0,0,0.04,0.01,0,0.04,0,0,0.95,0.18,0.07,0.03,0,0,0,0,1,0.08,0.02,0.04,0.27,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.01,0.39,0,0,0,0,0,0.02,0,0,0.39,0,0.34,0,0.03,0,0,0.01,0.09,0,0.37,0.01,0,0,0,0,0,0,0.07,0.01,0.03,0,0.09,0.19,0,0.01,0.07,0,0,0.03,0,0,0.04,0,0.01,0,0.85,0,0,0,0.12,0.16,0,0,0,0,0.02,0.09,0,0,0,0,0,0.07,0.03,0.09,0.21,0,0.04,0,0.02,0.14,0.37,0.45,0,0,0,0.04,0,0,0,0,0,0.12,0,0,0.02,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Colubridae","Zamenis","Zamenis longissimus",2458538
"Zamenis situla","Zamenis situla","r79",0,0.55,0,0,0,0,0.18,0.11,0.17,0.55,0,0,0.02,0,0,0.17,0.3,0,0,0,0,0.44,0,0.86,0,0,0.02,0,0.17,0.42,0.43,0,1,0.28,0,0.36,0,0.02,0,0,0,0,0,0,0,0,0.17,0.77,0,0,0.46,0.18,0,0,0,0,0,0.01,0,0,0.13,0,0.17,0,0,0.01,0,0,0.81,0,0.51,0.15,0.01,0,0,0,0,0,0.67,0,0.44,0.04,0,0.29,0.18,0.12,0.74,0,0,0.46,0,0,0,0,0.06,0,0.64,0.17,0,0,0.21,0.66,0,0,0.08,0,0,0.74,0,0,0,0,0,0.37,0.71,0.37,0.88,0.05,0.53,0,0.45,0.45,0.17,0.05,0,0,0,0.34,0.03,0.02,0,0,0,0.18,0,0,0,"found species on GBIF","Animalia","Chordata","Reptilia","Squamata","Colubridae","Zamenis","Zamenis situla",2458374
