"gbif.species","class","excluded","exclusion.reason","redlist.eu","endemic.europe.final","vuln.clim.change","perc.target.met.in.PAs.and.N2K","zoo.global","zoo.eu","genus.zoo.global","pop.zoo.eu","breeding.expertise","ed.value","ed.value.adjust","cost.captive","cost.wild","overlap.sum","cost.wild.adjust","Ki","Ai","Ii","Gi","ev.wild","ev.zoo","ev.both","ev.nothing","benefit.wild","benefit.zoo","benefit.both","cost.benefit.wild","cost.benefit.zoo","cost.benefit.both","net.strategy","cost.net.strategy","rank1.ben","rank2.ben.ed","rank3.costben","rank4.costben.ed"
"Pelophylax cerigensis","Amphibia",0,NA,"CR","Yes","H",32.49,0,0,1,0,2,7.588826375,0.0397320752617801,6743000,141967.900135659,1,141967.900135659,0.3,0.3249,0.999,0.1,0.609591234997,0.010693,0.61349532264703,0.0007,0.608891234997,0.009993,0.61279532264703,42.8893598070527,0.0148198131395521,0.89004819127037,"B","W",4,10,38,46
"Pelophylax cretensis","Amphibia",0,NA,"EN","Yes","H",23.76,0,0,1,0,2,9.027728816,0.047265595895288,6743000,371561.566320317,2,185780.783160158,0.3,0.2376,0.667,0.1,0.781537197376,0.240769,0.78372182540224,0.2331,0.548437197376,0.00766900000000001,0.55062182540224,29.5206634425264,0.0113732759899155,0.794687900561787,"B","W",6,8,46,50
"Speleomantes supramontis","Amphibia",0,NA,"EN","Yes","H",52.74,0,0,1,0,2,16.15963459,0.0846054167015707,6743000,154156.575858142,3.53,43670.4180901253,0.3,0.5274,0.667,0.1,0.545662167076,0.240769,0.55020554540524,0.2331,0.312562167076,0.00766900000000001,0.31710554540524,71.5729733640165,0.0113732759899155,0.467247598409941,"B","W",13,7,32,30
"Speleomantes flavus","Amphibia",0,NA,"VU","Yes","H",13.73,0,0,1,0,2,16.24232882,0.0850383707853403,6743000,102175.598312632,3.05,33500.1961680761,0.3,0.1373,0.1,0.1,0.9456455387,0.6337,0.946189083313,0.63,0.3156455387,0.00370000000000015,0.316189083313,94.2219971239432,0.00548717188195187,0.466596434973611,"B","W",14,6,27,28
"Euproctus platycephalus","Amphibia",0,NA,"EN","Yes","H",62.47,1,1,0,224,4,19.4208788,0.101679993717277,0,327028.507443855,4.63,70632.5070073121,0.3,0.6247,0.667,1,0.5266037287081,0.30979,0.5266037287081,0.30979,0.2168137287081,0,0.2168137287081,30.696026220003,0,30.696026220003,"W","W",21,14,45,38
"Speleomantes imperialis","Amphibia",0,NA,"NT","Yes","H",36.06,0,0,1,0,2,16.60155685,0.0869191458115183,6743000,367286.55120029,3.02,121618.063311354,0.3,0.3606,0.01,0.1,0.88860409708,0.69607,0.8897180561092,0.693,0.19560409708,0.00307000000000002,0.1967180561092,16.0834740953928,0.00455286964259234,0.286568100795847,"B","W",25,21,49,49
"Alytes muletensis","Amphibia",0,NA,"VU","Yes","H",42.71,1,1,0,841,4,36.866158,0.193016534031414,0,30805.185379332,1.96,15716.9313159857,0.3,0.4271,0.1,1,0.85116918907,0.667,0.85116918907,0.667,0.18416918907,0,0.18416918907,117.178847045467,0,117.178847045467,"W","W",27,5,26,14
"Atylodes genei","Amphibia",0,NA,"VU","Yes","H",57.19,0,0,0,0,1,19.81422617,0.103739404031414,6743000,175753.22733694,2.69,65335.7722442157,0.3,0.5719,0.1,0.05,0.7810520883,0.63185,0.7821468278585,0.63,0.1510520883,0.00184999999999991,0.1521468278585,23.1193545452236,0.00274358594097569,0.223471392933883,"B","W",29,22,47,42
"Discoglossus pictus","Amphibia",0,NA,"LC",NA,"H",60.64,1,1,0,26,4,33.89646798,0.177468418743455,3393500,745406.039438033,5.82,128076.6390787,0.3,0.6064,0.0001,0.408,0.822761601446451,0.712172856,0.825454751650345,0.70773182,0.115029781446451,0.00444103600000001,0.117722931650345,8.98132417230033,0.0130868896419626,0.3342904151055,"B","W",35,15,51,47
"Rana pyrenaica","Amphibia",0,NA,"EN","Yes","L",90.39,0,0,1,0,2,13.01118012,0.0681213618848168,6743000,47960.8543889658,9.58,5006.35223266867,0,0.9039,0.667,0.1,0.3970987,0.33967,0.403127713,0.333,0.0640987,0.00667000000000001,0.070127713,128.034738710008,0.00989173958178854,0.103923602527133,"B","W",42,44,25,27
"Salamandra lanzai","Amphibia",0,NA,"VU","Yes","L",40.37,0,0,1,0,2,13.96540401,0.0731172984816754,6743000,89489.446305766,3.16,28319.4450334703,0,0.4037,0.1,0.1,0.95963,0.901,0.9600337,0.9,0.05963,0.001,0.0600337,21.056203583624,0.0014830194275545,0.0886587916687827,"B","W",45,45,48,48
"Pelophylax epeiroticus","Amphibia",0,NA,"VU","Yes","L",43.74,0,0,1,0,2,8.781316295,0.0459754779842932,6743000,631237.331329735,8.45,74702.6427609154,0,0.4374,0.1,0.1,0.95626,0.901,0.9566974,0.9,0.05626,0.001,0.0566974,7.53119272902556,0.0014830194275545,0.0831620312161923,"B","W",47,53,52,60
"Speleomantes sarrabusensis","Amphibia",0,NA,"VU","Yes","H",87.78,0,0,1,0,2,16.85238464,0.0882323803141361,6743000,1292.031065208,3.77,342.7138104,0.3,0.8778,0.1,0.1,0.6719959852,0.6337,0.675276025348,0.63,0.0419959852,0.00370000000000015,0.045276025348,1225.3951817986,0.00548717188195187,0.0671418127025852,"B","W",48,47,6,5
"Lyciasalamandra helverseni","Amphibia",0,NA,"VU","Yes","L",58.29,0,0,0,0,1,17.88438066,0.0936355008376963,6743000,35574.79881137,1.21,29400.660174686,0,0.5829,0.1,0.05,0.94171,0.9005,0.94200145,0.9,0.04171,0.000499999999999945,0.04200145,14.1867562674366,0.000741509713777169,0.062018554582854,"B","W",49,48,50,51
"Speleomantes ambrosii","Amphibia",0,NA,"NT","Yes","L",23.1,0,0,1,0,2,15.70193041,0.0822090597382199,6743000,312687.318199516,9.07,34474.8972656578,0,0.231,0.01,0.1,0.99769,0.9901,0.9977131,0.99,0.00768999999999997,0.000099999999999989,0.00771310000000003,2.23060853256273,0.000148301942755434,0.0113804921698963,"B","W",64,83,61,69
"Discoglossus montalentii","Amphibia",0,NA,"NT","Yes","L",24.39,0,0,1,0,2,36.87394462,0.193057301675393,6743000,476597.828657023,7.28,65466.734705635,0,0.2439,0.01,0.1,0.997561,0.9901,0.99758539,0.99,0.00756100000000004,0.000099999999999989,0.00758539000000003,1.15493769988642,0.000148301942755434,0.0111411134041885,"B","W",65,58,81,65
"Bombina pachypus","Amphibia",0,NA,"EN","Yes","L",288.06,0,0,1,0,2,38.52097031,0.201680472827225,6743000,0,9.95,0,0,1,0.667,0.1,0.333,0.33967,0.33967,0.333,0,0.00667000000000001,0.00667000000000001,0,0.00989173958178854,0.00989173958178854,"Z","Z",70,60,196,189
"Triturus dobrogicus","Amphibia",0,NA,"NT","Yes","H",351.58,1,1,0,10,4,12.74480011,0.0667267021465969,3393500,0,9.02,0,0.3,1,0.01,0.28,0.69607,0.701596,0.701596,0.69607,0,0.00552600000000003,0.00552600000000003,0,0.016284072491528,0.016284072491528,"Z","Z",83,110,193,193
"Calotriton arnoldi","Amphibia",0,NA,"CR","Yes","L",99.42,1,1,0,128,4,15.12260587,0.0791759469633508,0,223.894203156,1,223.894203156,0,0.9942,0.999,1,0.10611478,0.1009,0.10611478,0.1009,0.00521478000000007,0,0.00521478000000007,232.912684941943,0,232.912684941943,"W","W",89,106,21,18
"Speleomantes strinatii","Amphibia",0,NA,"NT","Yes","L",49.45,0,0,1,0,2,16.40678335,0.0858993892670157,6743000,784838.940501235,6.51,120558.97703552,0,0.4945,0.01,0.1,0.995055,0.9901,0.99510445,0.99,0.00505500000000003,0.000099999999999989,0.00510445000000004,0.419296855721552,0.000148301942755434,0.00743703087141641,"B","W",91,100,148,143
"Rana latastei","Amphibia",0,NA,"VU","Yes","H",105.26,0,0,1,0,2,15.0602322,0.0788493832460733,6743000,0,8.92,0,0.3,1,0.1,0.1,0.63,0.6337,0.6337,0.63,0,0.00370000000000015,0.00370000000000015,0,0.00548717188195187,0.00548717188195187,"Z","Z",108,124,201,203
"Calotriton asper","Amphibia",0,NA,"NT","Yes","H",200.99,0,0,1,0,2,15.14611956,0.0792990552879581,6743000,0,9.5,0,0.3,1,0.01,0.1,0.693,0.69607,0.69607,0.693,0,0.00307000000000002,0.00307000000000002,0,0.00455286964259234,0.00455286964259234,"Z","Z",110,137,202,206
"Chioglossa lusitanica","Amphibia",0,NA,"VU","Yes","L",108.38,1,1,0,5,4,31.74674568,0.166213328167539,5068210.4,0,12.83,0,0,1,0.1,0.24,0.9005,0.9024,0.9024,0.9005,0,0.00190000000000012,0.00190000000000012,0,0.00374885778222649,0.00374885778222649,"Z","Z",120,117,205,198
"Proteus anguinus","Amphibia",0,NA,"VU","Yes","H",148.2,0,0,0,0,1,77.587847,0.406219094240838,6743000,0,4.6,0,0.3,1,0.1,0.05,0.63,0.63185,0.63185,0.63,0,0.00184999999999991,0.00184999999999991,0,0.00274358594097569,0.00274358594097569,"Z","Z",122,74,207,192
"Speleomantes italicus","Amphibia",0,NA,"NT","Yes","L",86.24,1,1,0,1,4,15.69831951,0.0821901545026178,5068210.4,279424.293961311,8.06,34668.0265460683,0,0.8624,0.01,0.208,0.991384624,0.990208,0.9915553792,0.99001,0.0013746240000001,0.000198000000000031,0.00154537920000009,0.396510599809725,0.000390670442568903,0.00302844604715792,"B","W",128,170,149,151
"Pelobates cultripes","Amphibia",0,NA,"NT","Yes","L",312.27,1,1,0,1,4,40.22319554,0.210592646806283,5068210.4,0,7.21,0,0,1,0.01,0.208,0.99001,0.990208,0.990208,0.99001,0,0.000198000000000031,0.000198000000000031,0,0.000390670442568903,0.000390670442568903,"Z","Z",140,205,213,219
"Triturus pygmaeus","Amphibia",0,NA,"NT","Yes","L",347.47,1,1,0,6,4,12.99311509,0.0680267805759162,3393500,0,9.4,0,0,1,0.01,0.248,0.99006,0.990248,0.990248,0.99006,0,0.000188000000000077,0.000188000000000077,0,0.000554000294681235,0.000554000294681235,"Z","Z",142,219,211,223
"Alytes cisternasii","Amphibia",0,NA,"NT","Yes","L",342.5,1,1,0,28,4,51.02155971,0.26712858486911,5068210.4,0,10.02,0,0,1,0.01,0.424,0.99028,0.990424,0.990424,0.99028,0,0.000144000000000033,0.000144000000000033,0,0.000284123958231949,0.000284123958231949,"Z","Z",145,207,215,220
"Discoglossus jeanneae","Amphibia",0,NA,"NT","Yes","L",419.2,0,0,1,0,2,33.03232309,0.172944099947644,6743000,0,9.12,0,0,1,0.01,0.1,0.99,0.9901,0.9901,0.99,0,0.000099999999999989,0.000099999999999989,0,0.000148301942755434,0.000148301942755434,"Z","Z",147,214,216,225
"Rana iberica","Amphibia",0,NA,"NT","Yes","L",315.9,0,0,1,0,2,12.72175176,0.0666060301570681,6743000,0,11.51,0,0,1,0.01,0.1,0.99,0.9901,0.9901,0.99,0,0.000099999999999989,0.000099999999999989,0,0.000148301942755434,0.000148301942755434,"Z","Z",147,225,216,227
"Alytes dickhilleni","Amphibia",0,NA,"VU","Yes","L",108.32,1,1,0,651,4,36.76543038,0.192489164293194,1696789.6,0,5.67,0,0,1,0.1,1,0.91,0.91,0.91,0.91,0,0,0,0,0,0,"N","N",149,229,217,228
"Emberiza aureola","Aves",0,NA,"CR",NA,"L",30.17,0,0,1,0,2,4.674376045,0.0642084621565934,59897.0223419992,1707638.38024963,77.27,22099.6296136874,0,0.3017,0.999,0.1,0.6986017,0.01099,0.701615683,0.001,0.6976017,0.00999,0.700615683,315.662168187625,1.66786254297572,85.4444256307725,"B","W",3,3,13,15
"Pyrrhula murina","Aves",0,NA,"VU","Yes","H",20.01,0,0,1,0,2,4.399576,0.0604337362637363,60152.5281056097,126510.870996146,11.11,11387.1171013633,0.3,0.2001,0.1,0.1,0.9211612003,0.6337,0.921949588297,0.63,0.2911612003,0.00370000000000015,0.291949588297,255.693515494928,0.615102991765211,40.8094822741088,"B","W",15,20,18,21
"Pterodroma madeira","Aves",0,NA,"EN","Yes","H",61.83,0,0,0,0,1,5.718784,0.0785547252747253,61304.5871563798,60300.26340481,20.53,2937.17795444764,0.3,0.6183,0.667,0.05,0.478601107489,0.2369345,0.481208101951555,0.2331,0.245501107489,0.00383449999999999,0.248108101951555,835.840086288434,0.625483373734937,38.620997029507,"B","W",18,19,10,8
"Stercorarius parasiticus","Aves",0,NA,"EN",NA,"L",70.83,0,0,1,0,2,7.341662,0.100847005494506,61797.5345842033,562411.800831683,69.7,8069.03587993807,0,0.7083,0.667,0.1,0.5275639,0.33967,0.532288261,0.333,0.1945639,0.00667000000000001,0.199288261,241.124098213197,1.07933108414085,28.5241224345316,"B","W",24,18,19,13
"Columba trocaz","Aves",0,NA,"LC","Yes","H",61.83,0,0,1,0,2,6.014539,0.082617293956044,61610.485502295,60300.26340481,20.53,2937.17795444764,0.3,0.6183,0.0001,0.1,0.8144596388467,0.7029307,0.816315042458233,0.69993,0.1145296388467,0.00300069999999997,0.116385042458233,389.930881352534,0.487043719187733,18.0308683886334,"B","W",36,37,11,11
"Columba junoniae","Aves",0,NA,"NT","Yes","H",65.41,0,0,1,0,2,7.203648515,0.0989512158653846,61610.485502295,89887.3546916227,21.84,4115.72136866404,0.3,0.6541,0.01,0.1,0.79851254043,0.69607,0.8005274150257,0.693,0.10551254043,0.00307000000000002,0.1075274150257,256.364634480223,0.498291804547727,16.3598996724107,"B","W",37,36,17,12
"Fringilla teydea","Aves",0,NA,"NT","Yes","H",69.73,1,1,0,2,4,8.113669425,0.111451503090659,58955.3435033856,32381.480326572,32.84,986.03776877503,0.3,0.6973,0.01,0.216,0.78572509050626,0.6996312,0.789933295141608,0.693614,0.09211109050626,0.00601720000000006,0.0963192951416081,934.153776083963,1.02063691642379,16.0689148460352,"B","W",38,35,9,6
"Morus bassanus","Aves",0,NA,"LC","Yes","H",73.53,1,1,0,31,4,13.334484,0.183165989010989,43461.253856084,432382.203960085,42.39,10200.0991733919,0.3,0.7353,0.0001,0.448,0.786192756593236,0.713373136,0.789237689471475,0.70923217,0.0769605865932361,0.00414096600000002,0.080005519471475,75.4508218841601,0.95279487649212,14.9093369724629,"B","W",39,25,31,22
"Columba bollii","Aves",0,NA,"LC","Yes","H",76.58,0,0,1,0,2,5.495535,0.0754881181318681,61610.485502295,127762.338017039,26.67,4790.48886453088,0.3,0.7658,0.0001,0.1,0.7702010134892,0.7029307,0.772499003354308,0.69993,0.0702710134892001,0.00300069999999997,0.072569003354308,146.68860627042,0.487043719187733,10.9289063972778,"B","W",41,41,24,25
"Sitta whiteheadi","Aves",0,NA,"VU","Yes","L",43.45,0,0,1,0,2,4.785121,0.0657296840659341,59593.8566880032,342218.789941976,21.66,15799.5747895649,0,0.4345,0.1,0.1,0.95655,0.901,0.9569845,0.9,0.05655,0.001,0.0569845000000001,35.79210247946,0.16780253126348,7.55828443979961,"B","W",46,49,42,43
"Xenus cinereus","Aves",0,NA,"CR",NA,"H",102.42,1,0,0,0,3,19.05216173,0.261705518269231,60736.2444459134,0,81.47,0,0.3,1,0.999,0.2,0.0007,0.020686,0.020686,0.0007,0,0.019986,0.019986,0,3.29062163496096,3.29062163496096,"Z","Z",51,42,55,52
"Fulica cristata","Aves",0,NA,"CR",NA,"L",286.81,1,1,0,5,4,18.82005081,0.258517181456044,59071.2386971712,0,97.21,0,0,1,0.999,0.24,0.005995,0.024976,0.024976,0.005995,0,0.018981,0.018981,0,3.21323886524644,3.21323886524644,"Z","Z",52,43,56,53
"Aquila clanga","Aves",0,NA,"CR",NA,"H",477.11,1,1,0,7,4,5.159784,0.0708761538461539,58398.3654223933,0,89.09,0,0.3,1,0.999,0.256,0.0076951,0.02628208,0.02628208,0.0076951,0,0.01858698,0.01858698,0,3.18279113902607,3.18279113902607,"Z","Z",53,61,57,64
"Circus macrourus","Aves",0,NA,"EN",NA,"L",166.01,1,0,0,0,3,5.669283351,0.077874771304945,61712.989126103,0,80.37,0,0,1,0.667,0.2,0.333,0.34634,0.34634,0.333,0,0.01334,0.01334,0,2.16161948868517,2.16161948868517,"Z","Z",55,66,64,72
"Arenaria interpres","Aves",0,NA,"EN",NA,"L",127.2,1,1,0,1,4,14.65426821,0.201294892994506,60457.9275508703,0,63.31,0,0,1,0.667,0.208,0.333667,0.3468736,0.3468736,0.333667,0,0.0132066,0.0132066,0,2.18442816930629,2.18442816930629,"Z","Z",56,52,62,58
"Pterocles orientalis","Aves",0,NA,"EN",NA,"L",233.29,1,1,0,6,4,19.530138,0.268271126373626,58035.0595402356,0,72.44,0,0,1,0.667,0.248,0.337002,0.3495416,0.3495416,0.337002,0,0.0125396,0.0125396,0,2.16069391490954,2.16069391490954,"Z","Z",59,51,65,54
"Falco rusticolus","Aves",0,NA,"EN",NA,"H",542.72,1,1,0,22,4,3.609385,0.0495794642857143,48777.9761485909,0,52.43,0,0.3,1,0.667,0.376,0.2499718,0.26193544,0.26193544,0.2499718,0,0.01196364,0.01196364,0,2.4526724855405,2.4526724855405,"Z","Z",60,85,60,83
"Limosa limosa","Aves",0,NA,"EN",NA,"L",212.22,1,1,0,11,4,14.84916884,0.203972099450549,54766.0739729546,0,71.11,0,0,1,0.667,0.288,0.340337,0.3522096,0.3522096,0.340337,0,0.0118726,0.0118726,0,2.16787495226755,2.16787495226755,"Z","Z",61,54,63,57
"Puffinus mauretanicus","Aves",0,NA,"CR","Yes","H",577.08,0,0,1,0,2,6.976273,0.0958279258241758,61865.1736141154,0,39.46,0,0.3,1,0.999,0.1,0.0007,0.010693,0.010693,0.0007,0,0.009993,0.009993,0,1.61528682717864,1.61528682717864,"Z","Z",62,68,69,74
"Rissa tridactyla","Aves",0,NA,"EN",NA,"L",516.46,1,1,0,34,4,4.252945557,0.0584195818269231,40758.7653020122,0,39.34,0,0,1,0.667,0.472,0.355678,0.3644824,0.3644824,0.355678,0,0.00880440000000005,0.00880440000000005,0,2.16012431553352,2.16012431553352,"Z","Z",63,92,66,82
"Circus cyaneus","Aves",0,NA,"VU",NA,"H",218.7,1,0,0,0,3,4.999712616,0.0686773710989011,61732.535649268,0,54.37,0,0.3,1,0.1,0.2,0.63,0.6374,0.6374,0.63,0,0.00739999999999996,0.00739999999999996,0,1.19871959286476,1.19871959286476,"Z","Z",66,94,73,102
"Circus pygargus","Aves",0,NA,"VU",NA,"H",205.41,1,1,0,2,4,5.492253828,0.0754430470879121,60352.9831560038,0,57.25,0,0.3,1,0.1,0.216,0.63074,0.637992,0.637992,0.63074,0,0.00725200000000015,0.00725200000000015,0,1.20159760475381,1.20159760475381,"Z","Z",67,90,72,99
"Buteo lagopus","Aves",0,NA,"VU",NA,"H",194.47,1,1,0,3,4,2.957172,0.0406204945054945,60403.0662502642,0,67.03,0,0.3,1,0.1,0.224,0.63111,0.638288,0.638288,0.63111,0,0.00717799999999991,0.00717799999999991,0,1.18835026855421,1.18835026855421,"Z","Z",68,125,76,132
"Ichthyaetus audouinii","Aves",0,NA,"VU","Yes","H",208.92,1,1,0,5,4,1.982008278,0.0272253884340659,58815.2321084612,0,35.35,0,0.3,1,0.1,0.24,0.63185,0.63888,0.63888,0.63185,0,0.00703000000000009,0.00703000000000009,0,1.19526859760343,1.19526859760343,"Z","Z",69,151,75,152
"Anthus cervinus","Aves",0,NA,"EN",NA,"L",561.86,0,0,1,0,2,6.155767,0.084557239010989,59935.5003196851,0,59.48,0,0,1,0.667,0.1,0.333,0.33967,0.33967,0.333,0,0.00667000000000001,0.00667000000000001,0,1.11286298844982,1.11286298844982,"Z","Z",70,88,82,97
"Aquila adalberti","Aves",0,NA,"VU","Yes","H",402.06,1,1,0,10,4,4.583809,0.0629644093406593,56688.6864751362,0,73.85,0,0.3,1,0.1,0.28,0.6337,0.64036,0.64036,0.6337,0,0.00665999999999989,0.00665999999999989,0,1.1748375935507,1.1748375935507,"Z","Z",71,104,79,103
"Anser fabalis","Aves",0,NA,"VU",NA,"H",194.8,1,1,0,17,4,2.212216959,0.0303875955906593,52238.0236825339,0,68.09,0,0.3,1,0.1,0.336,0.63629,0.642432,0.642432,0.63629,0,0.00614199999999998,0.00614199999999998,0,1.17577189315713,1.17577189315713,"Z","Z",74,153,78,145
"Larus argentatus","Aves",0,NA,"VU","Yes","H",195.77,1,1,0,17,4,1.204762,0.0165489285714286,51754.83612022,0,56.13,0,0.3,1,0.1,0.336,0.63629,0.642432,0.642432,0.63629,0,0.00614199999999998,0.00614199999999998,0,1.18674899979064,1.18674899979064,"Z","Z",74,179,77,163
"Apus apus","Aves",0,NA,"NT",NA,"H",214.98,1,1,0,1,4,6.724703,0.092372293956044,59685.6248958348,0,53.89,0,0.3,1,0.01,0.208,0.693307,0.6993856,0.6993856,0.693307,0,0.00607860000000016,0.00607860000000016,0,1.01843618301873,1.01843618301873,"Z","Z",75,89,83,98
"Larus marinus","Aves",0,NA,"NT",NA,"H",265.74,1,1,0,1,4,1.208094,0.0165946978021978,61989.0558223638,0,61.7,0,0.3,1,0.01,0.208,0.693307,0.6993856,0.6993856,0.693307,0,0.00607860000000016,0.00607860000000016,0,0.980592448031315,0.980592448031315,"Z","Z",75,181,96,167
"Scolopax rusticola","Aves",0,NA,"LC",NA,"H",250.25,1,0,0,0,3,10.290889,0.141358365384615,61570.5278606271,0,67.03,0,0.3,1,0.0001,0.2,0.69993,0.7059314,0.7059314,0.69993,0,0.00600140000000005,0.00600140000000005,0,0.974719595320832,0.974719595320832,"Z","Z",76,69,107,77
"Accipiter brevipes","Aves",0,NA,"LC",NA,"H",397.61,1,0,0,0,3,8.135965547,0.111757768502747,61265.0348470501,0,79.1400000000001,0,0.3,1,0.0001,0.2,0.69993,0.7059314,0.7059314,0.69993,0,0.00600140000000005,0.00600140000000005,0,0.979579953717926,0.979579953717926,"Z","Z",76,80,98,87
"Cepphus grylle","Aves",0,NA,"LC",NA,"H",216.73,1,0,0,0,3,7.855727463,0.107908344271978,61696.0827163388,0,42.14,0,0.3,1,0.0001,0.2,0.69993,0.7059314,0.7059314,0.69993,0,0.00600140000000005,0.00600140000000005,0,0.972735988375922,0.972735988375922,"Z","Z",76,82,111,91
"Passer domesticus","Aves",0,NA,"LC",NA,"H",226.11,1,0,0,0,3,4.033652,0.0554073076923077,60079.4630827403,0,56.36,0,0.3,1,0.0001,0.2,0.69993,0.7059314,0.7059314,0.69993,0,0.00600140000000005,0.00600140000000005,0,0.998910391681602,0.998910391681602,"Z","Z",76,114,87,124
"Plectrophenax nivalis","Aves",0,NA,"LC",NA,"H",543.05,1,1,0,1,4,7.161965333,0.098378644684066,59754.5515271037,0,54.57,0,0.3,1,0.0001,0.208,0.70023007,0.706171456,0.706171456,0.70023007,0,0.00594138600000005,0.00594138600000005,0,0.994298484075331,0.994298484075331,"Z","Z",77,86,88,95
"Caprimulgus europaeus","Aves",0,NA,"LC",NA,"H",238.91,1,1,0,1,4,5.244451,0.0720391620879121,60031.4197752699,0,73.93,0,0.3,1,0.0001,0.208,0.70023007,0.706171456,0.706171456,0.70023007,0,0.00594138600000005,0.00594138600000005,0,0.989712724143769,0.989712724143769,"Z","Z",77,102,90,109
"Dryocopus martius","Aves",0,NA,"LC",NA,"H",265.71,1,1,0,1,4,4.346426556,0.0597036614835165,60979.3677356217,0,67.2500000000001,0,0.3,1,0.0001,0.208,0.70023007,0.706171456,0.706171456,0.70023007,0,0.00594138600000005,0.00594138600000005,0,0.97432725536925,0.97432725536925,"Z","Z",77,112,108,118
